"glacier_name","year","glacier_mass_balance","temperature","precipitation","zonal_wind_speed","relative_humidity","net_solar_radiation"
"Austre_Broeggerbreen",1976,-0.45,-11.3982670166667,1.26703471666667,3.33238269166667,0.610000216666667,33.93549645
"Austre_Broeggerbreen",1977,-0.11,-12.6319554533333,1.05730305833333,2.322370875,0.639277433333333,28.0717006083333
"Austre_Broeggerbreen",1978,-0.56,-13.6436405583333,0.764191341666667,3.4644204,0.585161508333333,33.7244436666667
"Austre_Broeggerbreen",1979,-0.71,-11.9911789833333,1.01844310833333,1.68640480833333,0.613025316666667,34.1644834916667
"Austre_Broeggerbreen",1980,-0.52,-11.8707739333333,0.909553291666667,3.062028025,0.607120391666667,34.5267745833333
"Austre_Broeggerbreen",1981,-0.55,-11.28726,1.04998941666667,1.58165719583333,0.634788691666667,35.0554800166667
"Austre_Broeggerbreen",1982,-0.04,-10.7066771083333,1.29040051666667,1.20764507083333,0.664558375,38.6891785333333
"Austre_Broeggerbreen",1983,-0.27,-12.7781311991667,0.946309475,1.69872546666667,0.636398366666667,38.68209725
"Austre_Broeggerbreen",1984,-0.73,-9.838710225,1.39335626666667,2.59718612666667,0.622992816666667,37.3328779166667
"Austre_Broeggerbreen",1985,-0.55,-10.8198220083333,0.886484508333333,2.38751655833333,0.630389466666667,36.7249749166667
"Austre_Broeggerbreen",1986,-0.32,-12.033354175,0.904603083333333,3.11575635833333,0.578795333333333,32.8870981916667
"Austre_Broeggerbreen",1987,0.22,-12.2816518966667,0.885906391666667,3.60988793333333,0.608749016666667,38.8464287333333
"Austre_Broeggerbreen",1988,-0.52,-13.2944583416667,0.643514283333333,3.34381665,0.633408891666667,34.8873434916667
"Austre_Broeggerbreen",1989,-0.45,-12.9384860683333,1.1513871,2.907185925,0.60529485,34.5898823083333
"Austre_Broeggerbreen",1990,-0.66,-10.15971865,1.34305118333333,2.18223134166667,0.6073479,36.2642352916667
"Austre_Broeggerbreen",1991,0.13,-12.0281332,0.987321458333334,3.33184940833333,0.61685845,39.6055994833333
"Austre_Broeggerbreen",1992,-0.1,-11.1413735308333,1.29149515,2.42944708333333,0.633745466666667,33.0978200666667
"Austre_Broeggerbreen",1993,-1.03,-12.9944692105,1.15445106666667,2.37977480833333,0.594891241666667,31.7032327166667
"Austre_Broeggerbreen",1994,-0.16,-12.7241041233333,0.79394265,2.49587110833333,0.624490116666667,35.711466525
"Austre_Broeggerbreen",1995,-0.78,-11.684981155,1.113320125,1.59460453916667,0.643836616666667,35.3690559833333
"Austre_Broeggerbreen",1996,-0.17,-10.7960174075,1.11856854166667,2.93924606666667,0.629068266666667,38.3835676333333
"Austre_Broeggerbreen",1997,-0.71,-10.8018887741667,0.937458258333333,3.121077425,0.582196866666667,33.9645573
"Austre_Broeggerbreen",1998,-0.86,-9.83796018416667,1.192973325,1.19030054166667,0.650027816666667,32.1208813083333
"Austre_Broeggerbreen",1999,-0.36,-11.0750118166667,1.34370233333333,1.25309209166667,0.6417937,36.6195649991667
"Austre_Broeggerbreen",2000,-0.022,-11.7151357583333,0.796858983333333,2.56080233333333,0.5915863,39.2952290833333
"Austre_Broeggerbreen",2001,-0.476,-11.6102333475,1.0366246,2.32490154166667,0.62045745,38.0989752416667
"Austre_Broeggerbreen",2002,-0.565,-10.3324607833333,0.940378966666667,3.38270491666667,0.585438475,41.2337384166667
"Austre_Broeggerbreen",2003,-0.899,-10.8319273166667,0.8761162,3.316815,0.611449391666667,43.8722106833333
"Austre_Broeggerbreen",2004,-1.142,-10.7288360483333,1.21560713333333,1.95284320166667,0.624128358333333,37.1723584166667
"Austre_Broeggerbreen",2005,-0.981,-9.79916614166667,1.13545393333333,1.97751785,0.603809958333334,33.0759404
"Austre_Broeggerbreen",2006,-0.725,-10.195940975,1.58974133333333,1.8854683975,0.64976115,33.0239266166667
"Austre_Broeggerbreen",2007,-0.457,-10.699232775,1.33251421666667,2.31068794166667,0.649725708333333,34.7760227916667
"Austre_Broeggerbreen",2008,-0.127,-11.1300577425,0.958607866666667,2.44573383333333,0.6198906,44.6299800333333
"Austre_Broeggerbreen",2009,-0.25,-11.19005245,1.08759871666667,2.1677408,0.642360916666667,33.4417868
"Austre_Broeggerbreen",2010,-0.44,-11.9485232416667,0.63369545,2.771557525,0.61403665,38.2198868833333
"Austre_Broeggerbreen",2011,-1.004,-10.6472892191667,1.34270151666667,1.8781744,0.634901733333333,30.7725058583333
"Austre_Broeggerbreen",2012,-0.175,-10.2045048166667,1.10487189166667,1.67686335833333,0.632980866666667,37.4212120666667
"Austre_Broeggerbreen",2013,-1.05,-10.9393033666667,0.986765083333333,2.3170925475,0.636801883333333,42.6505473416667
"Austre_Broeggerbreen",2014,0.01,-10.1608127691667,1.15512435833333,3.32928151916667,0.613607916666667,40.68301795
"Austre_Broeggerbreen",2015,-0.61,-10.0274697416667,1.36414999166667,1.21644934166667,0.634052258333333,33.7993666166667
"Austre_Broeggerbreen",2016,-1.45,-8.93621017791667,0.997495433333333,2.481449595,0.591598608333333,42.3029292166667
"Austre_Broeggerbreen",2017,-0.79,-9.81880643333333,0.816333583333333,3.416675,0.61040585,39.9719586916667
"Austre_Broeggerbreen",2018,-0.88,-9.7850290625,1.36713149166667,2.8620094625,0.6236542,33.4369497333333
"Austre_Broeggerbreen",2019,-0.71,-11.8901109,0.911905566666667,2.62384296666667,0.58028255,37.83711615
"Austre_Broeggerbreen",2020,-1.744,-10.8621764016667,1.1891176,1.830795585,0.648443691666667,32.0273796416667
"Austre_Broeggerbreen",2021,-0.78,-9.82557659176667,1.099649275,2.39845295,0.620905066666667,45.8676598416667
"Austre_Broeggerbreen",2022,-1.516,-11.148803025,1.10789464166667,2.71155283333333,0.623847808333333,30.472796125
"Austre_Broeggerbreen",2023,-0.948,-10.82255428,1.101796525,2.41725389166667,0.59308195,35.632113075
"Djankuat",1976,0.29,-2.36531080833333,2.70100718333333,1.26822415833333,0.67769405,106.320965
"Djankuat",1977,-0.37,-2.19730428333333,2.879177725,1.4523427,0.685013766666667,106.6621125
"Djankuat",1978,0.44,-1.82259325,3.17392541666667,1.567687686,0.7104099,100.011910833333
"Djankuat",1979,-0.31,-1.01086683333333,2.94262341666667,1.13336145691667,0.67694055,107.386504166667
"Djankuat",1980,0.38,-1.65153075,2.73476844166667,1.532669575,0.679107516666667,108.676455833333
"Djankuat",1981,-0.91,-1.17873528333333,3.0919385,1.11164878333333,0.6959127,102.847349166667
"Djankuat",1982,0.42,-2.001152685,2.713134,1.21289703833333,0.6789366,108.663349166667
"Djankuat",1983,-0.97,-1.83289108333333,3.13322041666667,1.37403314166667,0.696571758333333,105.748664166667
"Djankuat",1984,0.21,-1.85093666666667,2.59110388333333,1.11953486666667,0.678957358333333,104.762098333333
"Djankuat",1985,-0.38,-1.713737775,2.64890466666667,1.5686450675,0.708189583333333,109.91779
"Djankuat",1986,-0.5,-1.17037771666667,2.69503986666667,1.11301227758333,0.686370625,111.54026
"Djankuat",1987,1.54,-1.42319733333333,3.992432325,1.47205880583333,0.692611816666667,104.477536666667
"Djankuat",1988,0.52,-1.55704475,3.20206666666667,1.28425938333333,0.723357908333333,102.3523275
"Djankuat",1989,0.04,-1.272870925,3.60029858333333,1.58842239166667,0.658455325,110.124074166667
"Djankuat",1990,0.34,-1.50281517808333,2.81659783333333,1.487494975,0.679299341666667,106.478956666667
"Djankuat",1991,-0.31,-1.19996944166667,2.75636600833333,1.2820133,0.673584091666667,109.887490833333
"Djankuat",1992,-0.13,-3.17549885833333,3.011524375,1.529259075,0.701490158333333,100.486564166667
"Djankuat",1993,1.1,-2.32197281666667,2.606548625,1.71074674166667,0.636902258333333,111.126638333333
"Djankuat",1994,-0.84,-1.01344763333333,2.52200015833333,1.45874825,0.665799333333333,116.654264166667
"Djankuat",1995,0.04,-1.19993033333333,3.13309224166667,1.45724505833333,0.692909425,104.70781
"Djankuat",1996,-0.15,-1.05196795333333,2.8783741,1.06155236666667,0.654240641666667,110.4709975
"Djankuat",1997,0.27,-1.97597743333333,2.91504699166667,1.67186096666667,0.6754717,108.4775
"Djankuat",1998,-1,-0.137883250833333,2.65367133333333,1.52312193333333,0.658199741666667,118.078458333333
"Djankuat",1999,-0.56,-1.02971929166667,2.7864317,1.46290978333333,0.640054191666667,111.077975
"Djankuat",2000,-1.14,-1.61180108333333,2.21155633333333,1.35424361916667,0.644519491666667,118.637610833333
"Djankuat",2001,-0.62,-0.949206025,2.98211533333333,1.55302223333333,0.658066175,112.625693333333
"Djankuat",2002,0.43,-1.40062021666667,3.043053,1.667861175,0.667713783333333,106.1870975
"Djankuat",2003,0.28,-1.676409,2.67360483333333,1.26351659166667,0.675378741666667,112.651250833333
"Djankuat",2004,0.73,-1.57673616666667,2.96144225,1.63478115833333,0.6637639,111.6696225
"Djankuat",2005,0.39,-1.551213225,3.43230754166667,1.15663645833333,0.693388741666667,103.820741666667
"Djankuat",2006,-0.8,-1.22138135,3.18305225,1.37492072666667,0.673297216666667,109.921320833333
"Djankuat",2007,-2.01,-1.41407541666667,2.92673891666667,1.24529214166667,0.647225233333333,112.563094166667
"Djankuat",2008,-0.41,-1.19599544166667,2.74979041666667,1.271731975,0.654313558333333,111.907506666667
"Djankuat",2009,-0.23,-1.14483891666667,2.82873983333333,1.13915120833333,0.683994141666667,107.888545833333
"Djankuat",2010,-1.17,0.765154490583334,3.11382091666667,1.2370527075,0.646487125,114.240549166667
"Djankuat",2011,-0.68,-1.855352,2.71060999166667,1.425419875,0.6951824,111.4946825
"Djankuat",2012,-1.63,-0.646368458333333,2.74795458333333,1.0783227125,0.675169383333333,119.9700625
"Djankuat",2013,-0.45,-1.11804504166667,3.16443576666667,1.276527695,0.65343085,112.149235833333
"Djankuat",2014,-1.56,-0.3006893,3.04911838333333,1.22023187583333,0.64048455,111.802429166667
"Djankuat",2015,-1.05,-0.174469833333334,2.67533833333333,1.3731407725,0.64129835,116.619115
"Djankuat",2016,-0.84,-0.906240333333333,3.19497608333333,1.52853170166667,0.678734825,108.657481666667
"Djankuat",2017,-1.06,-0.869120583333334,3.07988245,1.55726596666667,0.631569716666667,112.810376666667
"Djankuat",2018,-0.04,0.57656825,2.99773308333333,1.07168495083333,0.668120291666667,116.705588333333
"Djankuat",2019,-0.63,-0.185014833333333,2.3771065,1.05933111583333,0.627431216666667,119.178243333333
"Djankuat",2020,-1.37,-0.395955583333333,2.08948495833333,1.06417321666667,0.612737641666667,118.323701666667
"Djankuat",2021,-0.17,-0.394900158333333,3.32349366666667,1.38081871083333,0.655433066666667,111.217015
"Djankuat",2022,-0.59,-0.882947233333333,2.6144158,1.47133304416667,0.650712266666667,113.12922
"Djankuat",2023,-0.07,0.0658037500000002,3.350450225,1.47831685,0.666792683333333,112.824095833333
"Echaurren_Norte",1976,-0.92,-3.24631798333333,2.42344604166667,0.0733152441666667,0.643339291666667,139.0422
"Echaurren_Norte",1977,-1.3,-1.90671783333333,3.54231675833333,0.1297384,0.627727891666667,138.483095833333
"Echaurren_Norte",1978,0.18,-2.29589108333333,3.78648361666667,0.135982595833333,0.643356983333333,138.767906666667
"Echaurren_Norte",1979,0.67,-2.96692401666667,2.96216718333333,0.0671708733333333,0.652344891666667,131.240200833333
"Echaurren_Norte",1980,0.3,-3.62273664083333,3.81372469166667,-0.0516973375,0.682865641666667,117.113618333333
"Echaurren_Norte",1981,0.36,-2.96546435833333,2.40555210833333,0.0241120833333333,0.655427416666667,132.208121666667
"Echaurren_Norte",1982,-2.42,-2.33239744166667,5.99991994166667,0.202173699416667,0.667940725,124.566186666667
"Echaurren_Norte",1983,3.7,-4.42606465,2.93451415,-0.174844588333333,0.70217015,112.826451666667
"Echaurren_Norte",1984,-1.24,-3.51911915833333,4.46211964166667,0.145906952583333,0.684154091666667,126.055118333333
"Echaurren_Norte",1985,0.34,-2.91867866666667,2.421417,-0.00613668500000002,0.645325541666667,135.64604
"Echaurren_Norte",1986,-1.7,-2.4541345,3.98623799166667,0.0961879416666666,0.64909465,130.0449325
"Echaurren_Norte",1987,0.95,-3.24712944166667,4.57284680833333,-1.62141666666544e-05,0.685725266666667,121.633715833333
"Echaurren_Norte",1988,2.3,-3.535878375,1.93752398333333,0.0224222308333333,0.667093433333333,137.375041666667
"Echaurren_Norte",1989,-1.26,-2.13201895833333,2.74184380833333,0.0868531816666667,0.60060615,148.615063333333
"Echaurren_Norte",1990,-1.3,-3.08911871666667,2.57870675,0.0344004158333333,0.635683216666667,135.732229166667
"Echaurren_Norte",1991,-0.86,-2.71093756666667,3.92781081666667,0.135380394166667,0.633767958333333,131.886046666667
"Echaurren_Norte",1992,1.74,-3.301676,3.5022165,0.0864876015833334,0.669681658333333,129.284244166667
"Echaurren_Norte",1993,-0.29,-2.5600405,3.11510400833333,0.145376933333333,0.624863316666667,135.254526666667
"Echaurren_Norte",1994,-1.86,-2.22158058333333,2.78895366666667,0.1788158675,0.664479983333333,140.227145
"Echaurren_Norte",1995,-0.95,-2.71307656666667,2.934471525,0.189309055083333,0.642913216666667,144.4445425
"Echaurren_Norte",1996,-1.18,-2.57856736666667,1.65955396666667,0.0790178083333333,0.598161641666667,150.5877175
"Echaurren_Norte",1997,-2.53,-1.966642,4.626879625,0.22418817,0.633745591666667,138.643508333333
"Echaurren_Norte",1998,2.4,-2.821800325,2.00826616666667,0.0501256583333333,0.653402816666667,148.812078333333
"Echaurren_Norte",1999,-4.28,-1.954609975,2.71055308333333,0.173645741666667,0.61172065,150.085814166667
"Echaurren_Norte",2000,-0.75,-2.79627735833333,3.495842125,0.186928069166667,0.62138555,141.3007075
"Echaurren_Norte",2001,1.79,-2.05400058333333,3.4171106,0.116261784166667,0.635232483333333,143.628889166667
"Echaurren_Norte",2002,-0.22,-2.660929,3.89087533333333,0.2087203025,0.6303615,138.4935175
"Echaurren_Norte",2003,1.9,-1.46956108333333,2.400096425,0.232572121666667,0.601105233333333,153.157261666667
"Echaurren_Norte",2004,-0.55,-2.44313558333333,2.686225625,0.0497936558333334,0.621574225,132.027498333333
"Echaurren_Norte",2005,-0.78,-2.62584435,4.45697508333333,0.188550078333333,0.649721275,136.659356666667
"Echaurren_Norte",2006,0.48,-1.35574344166667,3.77341785833333,0.258859431666667,0.6243652,148.7273025
"Echaurren_Norte",2007,-0.13,-3.27823660833333,2.81277321666667,0.171835488333333,0.615354358333333,142.622491666667
"Echaurren_Norte",2008,-0.54,-2.35479968333333,3.41206485,0.135001643333333,0.607834991666667,146.838393333333
"Echaurren_Norte",2009,0.08,-2.13585675,3.18122769166667,0.176792517666667,0.627489,142.81391
"Echaurren_Norte",2010,-2.11,-2.696701175,1.98973429166667,0.147813945,0.604715658333333,144.658135833333
"Echaurren_Norte",2011,-1.27,-2.51623463333333,2.32990630833333,0.0766939125,0.611600808333333,146.635670833333
"Echaurren_Norte",2012,-2.38,-2.13517763166667,2.51682850833333,0.0773018466666667,0.612513275,134.085831666667
"Echaurren_Norte",2013,-1.03,-2.49103536666667,2.61060780833333,0.0839371016666667,0.607566658333333,139.674669166667
"Echaurren_Norte",2014,-0.94,-2.79701000833333,2.58890855833333,0.0793754666666667,0.603825133333333,140.308021666667
"Echaurren_Norte",2015,-1.72,-1.84046441,2.97888763333333,0.227005766666667,0.616364058333333,137.440104166667
"Echaurren_Norte",2016,-2.284,-2.66092231666667,3.31192123333333,-0.03846606,0.66245725,123.655584166667
"Echaurren_Norte",2017,-0.353,-2.79788466666667,2.55141095833333,-0.0456248433333333,0.630885383333333,129.458555
"Echaurren_Norte",2018,-3.592,-1.98671474166667,2.52973975833333,0.0710353299166667,0.601190916666667,137.449238333333
"Echaurren_Norte",2019,-2.246,-0.868151375,1.62199125833333,0.245408471666667,0.546810816666667,161.092709166667
"Echaurren_Norte",2020,-2.43,-0.73003175,2.11396336666667,0.325922442333333,0.560387775,166.6204175
"Echaurren_Norte",2021,-0.7,-1.57039385833333,2.00833684166667,0.153007183333333,0.564211466666667,159.45224
"Echaurren_Norte",2022,-1.161,-2.33727250833333,2.20215650833333,0.116729434166667,0.572151483333333,151.100960833333
"Echaurren_Norte",2023,-1.125,-1.04531858333333,3.77353654166667,0.331496840833333,0.619976725,146.313219166667
"Gulkana",1976,0,-5.70366418333333,2.3594775,1.97073295833333,0.728778266666667,63.74752875
"Gulkana",1977,0.38,-5.29292205,2.52270503333333,2.30729045,0.730871833333333,63.7504938333333
"Gulkana",1978,-0.02,-4.469303625,2.3197215,2.31450186191667,0.716398016666667,61.41301325
"Gulkana",1979,-0.22,-5.85409055,2.31128460833333,2.04930133333333,0.686788158333333,63.7015125833333
"Gulkana",1980,0.56,-5.843932625,2.40355558333333,1.303657425,0.694671241666667,59.7498135833333
"Gulkana",1981,-0.18,-4.64101075,3.07339494166667,2.1660338925,0.726337125,59.7063430833333
"Gulkana",1982,-0.57,-7.63313169166667,2.2984385,1.99666675,0.702295458333333,58.2856148333333
"Gulkana",1983,0.32,-5.810945125,2.63757209166667,1.85271055833333,0.706237975,58.4747634166667
"Gulkana",1984,-0.56,-6.07152165,2.30285825833333,1.97961615583333,0.726312941666667,60.824074
"Gulkana",1985,-0.34,-6.95197325,2.90429213333333,2.62812499166667,0.7350125,53.4021671666667
"Gulkana",1986,-0.04,-5.88071686666667,2.503708,1.8838295325,0.701471933333333,61.6686865833333
"Gulkana",1987,-0.69,-5.30678326666667,2.599068975,1.87562590833333,0.729404425,59.4310238333333
"Gulkana",1988,-0.02,-5.67342573333333,2.74733359166667,1.8559424,0.746524433333333,57.0033435833333
"Gulkana",1989,-0.49,-6.25646293333333,2.36097728333333,3.01096935,0.674823708333333,63.9520279166667
"Gulkana",1990,-0.74,-6.9010481,2.93916539166667,2.92149558583333,0.725490358333333,65.6451604166667
"Gulkana",1991,-0.49,-5.7924566,2.28972854166667,2.574107625,0.733714025,63.0614453333333
"Gulkana",1992,-0.78,-6.8574035,2.46850408333333,2.64631054166667,0.748227825,56.3962678333333
"Gulkana",1993,-1.58,-4.67499636666667,2.59498405,3.4521131,0.710382341666667,66.3085014166667
"Gulkana",1994,-0.46,-6.50387459166667,2.25646185833333,1.943352975,0.721852525,63.4346943333333
"Gulkana",1995,-1.08,-5.776679,1.96079984166667,1.42058905833333,0.711790708333333,61.396229
"Gulkana",1996,-0.54,-7.27959181833333,2.122219,1.48372651833333,0.642713491666667,66.47427525
"Gulkana",1997,-2.01,-5.50415216916667,2.0622321,1.65559325833333,0.723861091666667,63.6268553333333
"Gulkana",1998,-0.52,-5.82153584166667,2.06817096666667,1.70842934166667,0.679807108333333,60.9020985833333
"Gulkana",1999,-1.48,-7.16003531666667,2.80887396666667,1.4308415,0.738667291666667,61.3261193333333
"Gulkana",2000,-0.02,-5.53129408333333,2.30160816666667,2.56438629166667,0.715412283333333,58.37283325
"Gulkana",2001,-1.02,-5.79344010833333,2.03781231666667,1.44196056833333,0.724438841666667,59.1098664166667
"Gulkana",2002,-0.6,-4.98470786666667,2.86277315,2.44035141666667,0.698704016666667,62.8909609166667
"Gulkana",2003,0.51,-5.24402835,2.26932639166667,2.38826289191667,0.688351775,67.1757418333333
"Gulkana",2004,-2.48,-5.18786891666667,2.543641325,2.10517519166667,0.699020783333333,68.3662385833333
"Gulkana",2005,-0.55,-5.05790875,2.68942941666667,1.68395168333333,0.696702666666667,67.128065
"Gulkana",2006,0.52,-7.30521875,2.6183584,1.25570539166667,0.702519408333333,61.9223478333333
"Gulkana",2007,-0.13,-6.28381016666667,2.07577229166667,0.913641343333333,0.729204808333333,68.4964313333333
"Gulkana",2008,1.4,-7.294917075,2.48425590833333,1.62609466666667,0.741664183333334,59.2977896666667
"Gulkana",2009,-0.51,-6.09207475,2.0124763,2.16877424166667,0.705475941666667,67.73504175
"Gulkana",2010,-1.57,-5.59294761666667,2.18547316666667,1.0074498975,0.701239675,63.9528265833333
"Gulkana",2011,-1.58,-6.72746453333333,2.29361959166667,1.29351119166667,0.733896033333333,63.0943361666667
"Gulkana",2012,-0.31,-7.61976906666667,2.52392875833333,0.943198041666667,0.724268975,59.5313645
"Gulkana",2013,-1.13,-5.89726371891667,3.0796315,2.79529731666667,0.727122158333333,62.8536023333333
"Gulkana",2014,0.01,-4.85314843333333,2.13348146666667,1.6270494,0.669060991666667,65.6609845833333
"Gulkana",2015,-1.23,-5.07864929166667,2.58706208333333,2.57025158333333,0.690459033333333,66.37739825
"Gulkana",2016,-1.26,-3.75537341666667,1.98436155833333,1.99749895833333,0.681967383333333,64.2480389166667
"Gulkana",2017,-1.84,-5.43962205833333,2.36053610833333,1.47534586666667,0.711383983333333,66.4162423333333
"Gulkana",2018,-0.36,-4.77361850833333,2.88287308333333,2.46921925,0.679885616666667,61.8737928333333
"Gulkana",2019,-1.46,-3.73179033333333,2.70136975,3.17342006666667,0.708484358333333,65.8426470833333
"Gulkana",2020,-0.21,-6.46583765833333,2.60790295833333,2.19546642833333,0.712323033333333,63.71510825
"Gulkana",2021,-0.71,-6.930325775,2.45813455833333,2.68653481666667,0.703222691666667,64.2907049166667
"Gulkana",2022,-1.05,-5.320893775,3.52821825833333,2.45402437583333,0.724860291666667,63.3776759166667
"Gulkana",2023,-0.4,-5.29472101666667,2.80696663333333,2.55338723333333,0.750078175,58.1129028333333
"Hintereisferner",1976,-0.314,-2.891799675,3.006341525,1.26088545833333,0.68994875,84.1128933333333
"Hintereisferner",1977,0.76,-1.934353875,3.41689358333333,1.69216329166667,0.70523395,81.9530225
"Hintereisferner",1978,0.411,-2.61883389166667,3.2089315,1.60260999416667,0.684022075,80.3402566666667
"Hintereisferner",1979,-0.219,-2.80066166666667,3.64758391666667,1.51356226666667,0.708112475,81.3920233333333
"Hintereisferner",1980,-0.05,-3.0784504825,2.89819991666667,2.01307558333333,0.689741416666667,82.3361941666667
"Hintereisferner",1981,-0.173,-2.80357333333333,3.59836970833333,2.15840576666667,0.692355858333333,86.5673991666667
"Hintereisferner",1982,-1.24,-1.81156441666667,3.206569575,1.385779975,0.6752831,91.0354075
"Hintereisferner",1983,-0.58,-1.413978275,3.37537108333333,1.96670806666667,0.643980866666667,93.98232
"Hintereisferner",1984,0.032,-3.18160976666667,2.85782691666667,1.4557153475,0.667751425,85.2532083333333
"Hintereisferner",1985,-0.574,-2.45224241666667,3.08303579166667,1.9896796525,0.673106116666667,94.7003866666667
"Hintereisferner",1986,-0.732,-2.08755463333333,3.02706025,1.77830373,0.683029791666667,96.6129016666667
"Hintereisferner",1987,-0.717,-2.10649625,3.31876658333333,2.012545775,0.690264241666667,88.6232608333333
"Hintereisferner",1988,-0.945,-1.641675,3.331561,2.16355061666667,0.698389733333333,97.1630791666667
"Hintereisferner",1989,-0.637,-1.563634225,2.74151348333333,1.35606180833333,0.622005308333333,93.6151641666667
"Hintereisferner",1990,-0.995,-1.68082408333333,3.07925805,1.74138129166667,0.644835791666667,98.9127041666667
"Hintereisferner",1991,-1.325,-2.225509,2.98280991666667,1.36498531666667,0.657706808333333,94.0127966666667
"Hintereisferner",1992,-1.12,-1.3829245,3.2154669,1.59708440833333,0.663903333333333,92.1606233333333
"Hintereisferner",1993,-0.57,-1.96988441666667,3.04985358333333,1.98157410833333,0.670929491666667,92.0153375
"Hintereisferner",1994,-1.11,-0.428947566666667,2.75616,2.26448200833333,0.678604783333333,99.9311358333333
"Hintereisferner",1995,-0.46,-1.880732,3.040640125,1.79179340833333,0.696026366666667,91.4944158333333
"Hintereisferner",1996,-0.827,-2.40058355,3.22746431666667,1.31682253333333,0.688039258333334,93.1735016666667
"Hintereisferner",1997,-0.591,-1.05845424166667,3.18183819166667,1.98980876666667,0.65071675,99.652655
"Hintereisferner",1998,-1.232,-1.59689083333333,3.076269175,2.19579260833333,0.658733275,95.079505
"Hintereisferner",1999,-0.861,-1.65386134166667,3.94009125,1.87343853333333,0.704757075,90.7407325
"Hintereisferner",2000,-0.633,-1.20475035,3.96015508333333,2.02206140416667,0.686139233333333,97.66225
"Hintereisferner",2001,-0.173,-1.562230475,3.39186975,1.88009326666667,0.68903045,95.80739
